election,state,year,stage,pollster,N,methodology,days_until,538grade,dem_polled,rep_polled,undecided_polled,dem_actual,rep_actual,dem_diff,rep_diff
president,Washington,2004,general,Elway Research,405,Live/Text,18,A/B,50.0,44.0,6.0,52.77,45.6,0.22999999999999687,1.3999999999999986
governor,Washington,2004,general,Elway Research,405,Live/Text,18,A/B,45.0,38.0,17.0,48.87,48.87,4.630000000000003,-2.3699999999999974
senate,Washington,2004,general,Elway Research,405,Live/Text,18,A/B,54.0,37.0,9.0,54.98,42.74,3.520000000000003,-1.240000000000002
senate,Washington,2006,general,Elway Research,405,Live/Text,18,A/B,52.0,34.0,14.0,56.81,39.91,2.1899999999999977,1.0900000000000034
president,Washington,2008,general,Elway Research,405,Live/Text,17,A/B,55.0,36.0,9.0,57.34,40.26,2.1599999999999966,0.240000000000002
governor,Washington,2008,general,Elway Research,405,Live/Text,17,A/B,51.0,39.0,10.0,53.24,46.76,2.759999999999998,-2.759999999999998
governor,Oregon,2010,general,Elway Research,500,Live/Text,14,A/B,45.0,44.0,11.0,49.29,47.76,1.2100000000000009,1.740000000000002
House,OR-1,2010,general,Elway Research,400,Live/Text,13,A/B,51.0,38.0,11.0,54.75,41.94,1.75,1.5600000000000023
House,OR-5,2010,general,Elway Research,400,Live/Text,13,A/B,50.0,38.0,12.0,51.25,45.96,4.75,-1.9600000000000009
governor,Washington,2012,general,Elway Research,451,Live/Text,17,A/B,45.0,47.0,8.0,51.54,48.46,-2.539999999999999,2.539999999999999
president,Oregon,2012,general,Elway Research,405,Live/Text,10,A/B,47.0,41.0,12.0,54.24,42.15,-1.240000000000002,4.850000000000001
governor,Oregon,2014,general,Elway Research,403,Live/Text,8,A/B,45.0,38.0,17.0,49.89,44.13,3.6099999999999994,2.3699999999999974
governor,Washington,2016,general,Elway Research,502,Live/Text,18,A/B,51.0,39.0,10.0,54.25,45.49,1.75,-1.490000000000002
senate,Washington,2016,general,Elway Research,502,Live/Text,18,A/B,58.0,34.0,8.0,58.83,40.86,3.1700000000000017,-2.8599999999999994
president,US,2000,general,American Viewpoint,800,Live,18,B/C,40.0,42.0,18.0,48.38,47.87,0.6199999999999974,3.1300000000000026
House,US,2000,general,American Viewpoint,800,Live,18,B/C,40.0,41.0,19.0,47.12,47.54,2.3800000000000026,2.960000000000001
senate,Missouri,2002,general,American Viewpoint,600,Live,20,B/C,41.0,49.0,10.0,48.67,49.8,-2.6700000000000017,4.200000000000003
House,WA-2,2002,general,American Viewpoint,300,Live,14,B/C,39.0,42.0,19.0,50.07,45.77,-1.5700000000000003,5.729999999999997
senate,Missouri,2002,general,American Viewpoint,600,Live,8,B/C,42.0,49.0,9.0,48.67,49.8,-2.1700000000000017,3.700000000000003
senate,Indiana,2018,general,American Viewpoint,800,Live,21,B/C,40.0,44.0,16.0,45.09,51.01,2.9099999999999966,0.990000000000002
House,AZ-1,2018,general,American Viewpoint,400,Live,20,B/C,46.0,46.0,8.0,53.83,46.14,-3.8299999999999983,3.8599999999999994
president,Texas,2000,general,Scripps Howard,1000,Live*,18,B/C,27.0,57.0,16.0,37.98,59.3,-2.979999999999997,5.700000000000003
president,Texas,2000,general,Scripps Howard,800,Live*,4,B/C,27.0,57.0,16.0,37.98,59.3,-2.979999999999997,5.700000000000003
governor,Texas,2002,general,Scripps Howard,795,Live*,18,B/C,35.0,50.0,15.0,39.96,57.81,2.539999999999999,-0.3100000000000023
senate,Wisconsin,2000,general,University of Wisconsin (Badger Poll),587,Live*,18,B/C,67.0,24.0,9.0,61.54,37.04,9.96,-8.54
president,Wisconsin,2004,general,University of Wisconsin (Badger Poll),545,Live*,8,B/C,45.0,48.0,7.0,49.7,49.32,-1.2000000000000028,2.1799999999999997
senate,Wisconsin,2004,general,University of Wisconsin (Badger Poll),545,Live*,8,B/C,51.0,36.0,13.0,55.35,44.11,2.1499999999999986,-1.6099999999999994
governor,Wisconsin,2006,general,University of Wisconsin (Badger Poll),508,Live*,16,B/C,50.0,36.0,14.0,52.7,45.31,4.299999999999997,-2.3100000000000023
president,Wisconsin,2008,general,University of Wisconsin (Badger Poll),359,Live*,10,B/C,52.0,42.0,6.0,56.22,42.31,-1.2199999999999989,2.6899999999999977
president,US,2000,general,Georgetown University (Battleground),1000,Live,17,A/B,39.0,45.0,16.0,48.38,47.87,-1.3800000000000026,5.130000000000003
House,US,2000,general,Georgetown University (Battleground),1000,Live,17,A/B,42.0,40.0,18.0,47.12,47.54,3.8800000000000026,1.4600000000000009
president,Michigan,2000,general,Georgetown University (Battleground),400,Live,14,A/B,43.0,42.0,15.0,51.28,46.14,-0.7800000000000011,3.3599999999999994
president,Pennsylvania,2000,general,Georgetown University (Battleground),400,Live,14,A/B,45.0,40.0,15.0,50.6,46.43,1.8999999999999986,1.0700000000000003
president,Wisconsin,2000,general,Georgetown University (Battleground),400,Live,14,A/B,43.0,42.0,15.0,47.83,47.61,2.6700000000000017,1.8900000000000006
president,US,2000,general,Georgetown University (Battleground),1000,Live,11,A/B,39.0,44.0,17.0,48.38,47.87,-0.8800000000000026,4.630000000000003
president,US,2000,general,Georgetown University (Battleground),1000,Live,6,A/B,37.0,46.0,17.0,48.38,47.87,-2.8800000000000026,6.630000000000003
House,US,2000,general,Georgetown University (Battleground),1000,Live,6,A/B,41.0,42.0,17.0,47.12,47.54,2.3800000000000026,2.960000000000001
president,US,2000,general,Georgetown University (Battleground),1000,Live,1,A/B,43.0,48.0,9.0,48.38,47.87,-0.8800000000000026,4.630000000000003
House,US,2000,general,Georgetown University (Battleground),1000,Live,1,A/B,44.0,42.0,14.0,47.12,47.54,3.8800000000000026,1.4600000000000009
president,US,2004,general,Georgetown University (Battleground),1000,Live,20,A/B,46.0,49.0,5.0,48.26,50.73,0.240000000000002,0.7700000000000031
House,US,2004,general,Georgetown University (Battleground),600,Live,20,A/B,44.0,40.0,16.0,46.8,49.44,5.200000000000003,-1.4399999999999977
president,US,2004,general,Georgetown University (Battleground),1000,Live,13,A/B,45.0,49.0,6.0,48.26,50.73,-0.259999999999998,1.2700000000000031
House,US,2004,general,Georgetown University (Battleground),600,Live,13,A/B,46.0,43.0,11.0,46.8,49.44,4.700000000000003,-0.9399999999999977
House,US,2004,general,Georgetown University (Battleground),1000,Live,13,A/B,46.0,42.0,12.0,46.8,49.44,5.200000000000003,-1.4399999999999977
president,US,2004,general,Georgetown University (Battleground),1000,Live,6,A/B,45.0,50.0,5.0,48.26,50.73,-0.759999999999998,1.7700000000000031
House,US,2004,general,Georgetown University (Battleground),600,Live,6,A/B,45.0,44.0,11.0,46.8,49.44,3.700000000000003,0.060000000000002274
House,US,2004,general,Georgetown University (Battleground),1000,Live,5,A/B,43.0,46.0,11.0,46.8,49.44,1.7000000000000028,2.0600000000000023
president,US,2004,general,Georgetown University (Battleground),1000,Live,1,A/B,43.5,48.5,8.0,48.26,50.73,-0.759999999999998,1.7700000000000031
House,US,2004,general,Georgetown University (Battleground),1000,Live,1,A/B,44.0,47.0,9.0,46.8,49.44,1.7000000000000028,2.0600000000000023
president,US,2008,general,Georgetown University (Battleground),1000,Live,19,A/B,49.0,45.0,6.0,52.86,45.6,-0.8599999999999994,2.3999999999999986
House,US,2008,general,Georgetown University (Battleground),1000,Live,16,A/B,48.0,40.0,12.0,53.22,42.62,0.7800000000000011,3.3800000000000026
president,US,2008,general,Georgetown University (Battleground),1000,Live,12,A/B,49.0,46.0,5.0,52.86,45.6,-1.3599999999999994,2.8999999999999986
House,US,2008,general,Georgetown University (Battleground),1000,Live,7,A/B,45.0,41.0,14.0,53.22,42.62,-1.2199999999999989,5.380000000000003
president,US,2008,general,Georgetown University (Battleground),1000,Live,6,A/B,49.0,45.0,6.0,52.86,45.6,-0.8599999999999994,2.3999999999999986
president,US,2008,general,Georgetown University (Battleground),400,Live,1,A/B,49.0,44.0,7.0,52.86,45.6,-0.35999999999999943,1.8999999999999986
House,US,2010,general,Georgetown University (Battleground),600,Live,14,A/B,42.0,47.0,11.0,44.92,51.65,2.5799999999999983,0.8500000000000014
president,US,2012,general,Georgetown University (Battleground),1000,Live,21,A/B,47.0,49.0,4.0,51.01,47.15,-2.009999999999998,3.8500000000000014
House,US,2012,general,Georgetown University (Battleground),1000,Live,21,A/B,46.0,46.0,8.0,48.75,47.59,1.25,2.4099999999999966
president,US,2012,general,Georgetown University (Battleground),1000,Live,13,A/B,49.0,48.0,3.0,51.01,47.15,-0.509999999999998,2.3500000000000014
House,US,2012,general,Georgetown University (Battleground),1000,Live,13,A/B,45.0,46.0,9.0,48.75,47.59,0.75,2.9099999999999966
president,US,2012,general,Georgetown University (Battleground),1000,Live,6,A/B,48.0,48.0,4.0,51.01,47.15,-1.009999999999998,2.8500000000000014
House,US,2012,general,Georgetown University (Battleground),1000,Live,6,A/B,46.0,46.0,8.0,48.75,47.59,1.25,2.4099999999999966
president,US,2012,general,Georgetown University (Battleground),1000,Live,1,A/B,47.0,47.0,6.0,51.01,47.15,-1.009999999999998,2.8500000000000014
president,US,2000,general,IBD/TIPP,829,Online/Live,17,A/B,42.0,44.0,14.0,48.38,47.87,0.6199999999999974,3.1300000000000026
president,US,2000,general,IBD/TIPP,1016,Online/Live,8,A/B,43.0,47.0,10.0,48.38,47.87,-0.38000000000000256,4.130000000000003
president,US,2000,general,IBD/TIPP,883,Online/Live,5,A/B,41.0,48.0,11.0,48.38,47.87,-1.8800000000000026,5.630000000000003
president,US,2000,general,IBD/TIPP,1292,Online/Live,2,A/B,46.0,47.9,6.100000000000001,48.38,47.87,0.6699999999999946,3.0800000000000054
president,US,2004,general,IBD/TIPP,1000,Online/Live,21,A/B,43.0,46.5,10.5,48.26,50.73,-0.00999999999999801,1.0200000000000031
president,US,2004,general,IBD/TIPP,1000,Online/Live,17,A/B,44.5,48.0,7.5,48.26,50.73,-0.00999999999999801,1.0200000000000031
president,US,2004,general,IBD/TIPP,1000,Online/Live,13,A/B,45.5,46.0,8.5,48.26,50.73,1.490000000000002,-0.4799999999999969
president,US,2004,general,IBD/TIPP,1000,Online/Live,9,A/B,42.0,47.0,11.0,48.26,50.73,-0.759999999999998,1.7700000000000031
president,US,2004,general,IBD/TIPP,1000,Online/Live,5,A/B,44.0,46.0,10.0,48.26,50.73,0.740000000000002,0.2700000000000031
president,US,2004,general,IBD/TIPP,1284,Online/Live,2,A/B,45.3,48.6,6.100000000000001,48.26,50.73,0.0899999999999963,0.9200000000000088
president,US,2008,general,IBD/TIPP,850,Online/Live,21,A/B,46.0,41.0,13.0,52.86,45.6,-0.35999999999999943,1.8999999999999986
president,US,2008,general,IBD/TIPP,1088,Online/Live,17,A/B,46.9,40.9,12.200000000000003,52.86,45.6,0.14000000000000057,1.3999999999999986
president,US,2008,general,IBD/TIPP,1050,Online/Live,16,A/B,46.0,42.0,12.0,52.86,45.6,-0.8599999999999994,2.3999999999999986
president,US,2008,general,IBD/TIPP,886,Online/Live,12,A/B,46.5,43.3,10.200000000000003,52.86,45.6,-1.259999999999998,2.799999999999997
president,US,2008,general,IBD/TIPP,886,Online/Live,11,A/B,47.0,44.0,9.0,52.86,45.6,-1.3599999999999994,2.8999999999999986
president,US,2008,general,IBD/TIPP,894,Online/Live,7,A/B,48.2,43.8,8.0,52.86,45.6,-0.6599999999999966,2.1999999999999957
president,US,2008,general,IBD/TIPP,970,Online/Live,6,A/B,48.0,43.0,9.0,52.86,45.6,-0.35999999999999943,1.8999999999999986
president,US,2008,general,IBD/TIPP,1014,Online/Live,3,A/B,47.5,43.0,9.5,52.86,45.6,-0.6099999999999994,2.1499999999999986
president,US,2008,general,IBD/TIPP,981,Online/Live,2,A/B,52.0,44.0,4.0,52.86,45.6,1.1400000000000006,0.3999999999999986
president,US,2012,general,IBD/TIPP,885,Online/Live,18,A/B,47.4,43.4,9.200000000000003,51.01,47.15,0.990000000000002,0.8500000000000014
president,US,2012,general,IBD/TIPP,942,Online/Live,12,A/B,45.4,44.1,10.5,51.01,47.15,-0.35999999999999943,2.200000000000003
president,US,2012,general,IBD/TIPP,712,Online/Live,2,A/B,50.3,48.7,1.0,51.01,47.15,-0.21000000000000085,2.0500000000000043
president,US,2016,general,IBD/TIPP,815,Online/Live,18,A/B,41.6,41.7,16.699999999999996,48.02,45.93,1.9299999999999997,4.119999999999997
president,US,2016,general,IBD/TIPP,1039,Online/Live,12,A/B,44.5,41.45,14.049999999999997,48.02,45.93,3.5049999999999955,2.5450000000000017
president,US,2016,general,IBD/TIPP,898,Online/Live,7,A/B,44.7,43.85,11.449999999999996,48.02,45.93,2.404999999999994,3.645000000000003
president,US,2016,general,IBD/TIPP,1107,Online/Live,2,A/B,42.25,42.5,15.25,48.02,45.93,1.8549999999999969,4.195
House,US,2018,general,IBD/TIPP,798,Online/Live,7,A/B,50.0,41.0,9.0,53.41,44.85,1.0900000000000034,0.6499999999999986
president,Arizona,2000,general,Arizona State University,600,Online/Live,17,B/C,39.0,49.0,12.0,44.67,50.95,0.3299999999999983,4.049999999999997
governor,Arizona,2002,general,Arizona State University,300,Online/Live,16,B/C,46.0,38.0,16.0,46.19,45.22,7.810000000000002,0.7800000000000011
president,Arizona,2004,general,Arizona State University,573,Online/Live,13,B/C,45.0,50.0,5.0,44.32,54.77,3.1799999999999997,-2.270000000000003
governor,Arizona,2006,general,Arizona State University,1019,Online/Live,16,B/C,67.0,24.0,9.0,62.58,35.44,8.920000000000002,-6.939999999999998
senate,Arizona,2006,general,Arizona State University,1019,Online/Live,16,B/C,41.0,47.0,12.0,43.5,53.34,3.5,-0.3400000000000034
president,Arizona,2008,general,Arizona State University,1019,Online/Live,10,B/C,44.0,46.0,10.0,44.91,53.39,4.090000000000003,-2.3900000000000006
president,Louisiana,2000,general,Southeastern Louisiana University,660,Live*,17,B/C,38.0,46.0,16.0,44.88,52.55,1.1199999999999974,1.4500000000000028
governor,Louisiana,2003,general,Southeastern Louisiana University,705,Live*,14,B/C,43.0,45.0,12.0,51.95,48.05,-2.950000000000003,2.950000000000003
president,Louisiana,2004,general,Southeastern Louisiana University,637,Live*,13,B/C,32.0,58.0,10.0,42.22,56.72,-5.219999999999999,6.280000000000001
president,Louisiana,2008,general,Southeastern Louisiana University,503,Live*,13,B/C,38.3,50.6,11.100000000000001,39.93,58.56,3.9199999999999946,-2.4099999999999966
senate,Louisiana,2008,general,Southeastern Louisiana University,503,Live*,13,B/C,53.0,34.0,13.0,52.11,45.72,7.390000000000001,-5.219999999999999
president,Montana,2000,general,Minnesota State University Moorhead,403,Live*,17,B/C,33.0,51.0,16.0,33.36,58.44,7.640000000000001,0.5600000000000023
president,North Dakota,2004,general,Minnesota State University Moorhead,623,Live*,14,B/C,35.0,55.0,10.0,35.5,62.86,4.5,-2.8599999999999994
governor,North Dakota,2004,general,Minnesota State University Moorhead,623,Live*,14,B/C,22.0,70.0,8.0,27.39,71.26,-1.3900000000000006,2.739999999999995
senate,North Dakota,2004,general,Minnesota State University Moorhead,623,Live*,14,B/C,71.0,20.0,9.0,68.28,31.72,7.219999999999999,-7.219999999999999
president,Montana,2000,general,Montana State University Billings,403,Live,17,B/C,31.0,55.0,14.0,33.36,58.44,4.640000000000001,3.5600000000000023
governor,Montana,2000,general,Montana State University Billings,403,Live,17,B/C,45.0,42.0,13.0,47.08,50.98,4.420000000000002,-2.479999999999997
senate,Montana,2000,general,Montana State University Billings,403,Live,17,B/C,43.0,41.0,16.0,47.24,50.55,3.759999999999998,-1.5499999999999972
House,MT-1,2000,general,Montana State University Billings,403,Live,17,B/C,42.0,44.0,14.0,46.28,51.5,2.719999999999999,-0.5
president,Montana,2008,general,Montana State University Billings,403,Live,17,B/C,44.0,40.0,16.0,47.11,49.49,4.890000000000001,-1.490000000000002
governor,Montana,2008,general,Montana State University Billings,403,Live,17,B/C,60.0,27.0,13.0,65.42,32.54,1.0799999999999983,0.9600000000000009
House,MT-1,2008,general,Montana State University Billings,403,Live,17,B/C,25.0,59.0,16.0,32.42,64.14,0.5799999999999983,2.8599999999999994
governor,Pennsylvania,2002,general,West Chester University,472,Live*,10,B/C,49.0,32.0,19.0,53.41,44.37,5.090000000000003,-2.8699999999999974
president,Pennsylvania,2004,general,West Chester University,684,Live*,7,B/C,50.0,45.0,5.0,50.92,48.42,1.5799999999999983,-0.9200000000000017
senate,Pennsylvania,2004,general,West Chester University,684,Live*,7,B/C,34.0,53.0,13.0,41.99,52.62,-1.490000000000002,6.880000000000003
governor,Pennsylvania,2006,general,West Chester University,601,Live*,14,B/C,57.0,32.0,11.0,60.31,39.6,2.1899999999999977,-2.1000000000000014
senate,Pennsylvania,2006,general,West Chester University,601,Live*,14,B/C,50.0,39.0,11.0,58.64,41.28,-3.1400000000000006,3.219999999999999
president,Virginia,2000,general,Virginia Commonwealth University,596,Live,17,B/C,40.0,54.0,6.0,44.44,52.47,-1.4399999999999977,4.530000000000001
senate,Virginia,2000,general,Virginia Commonwealth University,596,Live,17,B/C,39.0,54.0,7.0,47.68,52.26,-5.18,5.240000000000002
president,Virginia,2008,general,Virginia Commonwealth University,817,Live,14,B/C,51.0,40.0,9.0,52.63,46.33,2.8699999999999974,-1.8299999999999983
senate,Virginia,2008,general,Virginia Commonwealth University,817,Live,14,B/C,61.0,27.0,12.0,65.03,33.73,1.9699999999999989,-0.7299999999999969
governor,Virginia,2009,general,Virginia Commonwealth University,625,Live,11,B/C,36.0,54.0,10.0,41.26,58.62,-0.259999999999998,0.38000000000000256
president,Florida,2000,general,American Research Group,600,Live,16,B,49.0,45.0,6.0,48.84,48.85,3.1599999999999966,-0.8500000000000014
president,Michigan,2000,general,American Research Group,600,Live,16,B,46.0,43.0,11.0,51.28,46.14,0.21999999999999886,2.3599999999999994
president,Oregon,2000,general,American Research Group,600,Live,16,B,41.0,45.0,14.0,46.96,46.52,1.0399999999999991,5.479999999999997
president,Pennsylvania,2000,general,American Research Group,600,Live,16,B,48.0,43.0,9.0,50.6,46.43,1.8999999999999986,1.0700000000000003
president,Florida,2000,general,American Research Group,600,Live,7,B,49.0,44.0,7.0,48.84,48.85,3.6599999999999966,-1.3500000000000014
president,Michigan,2000,general,American Research Group,600,Live,7,B,48.0,44.0,8.0,51.28,46.14,0.7199999999999989,1.8599999999999994
president,Pennsylvania,2000,general,American Research Group,600,Live,7,B,48.0,42.0,10.0,50.6,46.43,2.3999999999999986,0.5700000000000003
president,Tennessee,2000,general,American Research Group,600,Live,7,B,49.0,43.0,8.0,47.28,51.15,5.719999999999999,-4.149999999999999
president,New Hampshire,2000,general,American Research Group,600,Live,6,B,40.0,45.0,15.0,46.8,48.07,0.7000000000000028,4.43
governor,New Hampshire,2000,general,American Research Group,600,Live,6,B,43.0,44.0,13.0,48.74,43.76,0.759999999999998,6.740000000000002
president,Missouri,2000,general,American Research Group,600,Live,4,B,46.0,45.0,9.0,47.08,50.42,3.4200000000000017,-0.9200000000000017
president,New Hampshire,2000,general,American Research Group,600,Live,4,B,38.0,48.0,14.0,46.8,48.07,-1.7999999999999972,6.93
governor,New Hampshire,2002,general,American Research Group,600,Live,21,B,28.0,57.0,15.0,38.21,58.62,-2.710000000000001,5.880000000000003
senate,New Hampshire,2002,general,American Research Group,600,Live,21,B,43.0,51.0,6.0,46.4,50.82,-0.3999999999999986,3.1799999999999997
House,NH-1,2002,general,American Research Group,300,Live,21,B,35.0,54.0,11.0,38.48,58.11,2.020000000000003,1.3900000000000006
House,NH-2,2002,general,American Research Group,300,Live,21,B,33.0,54.0,13.0,40.86,56.81,-1.3599999999999994,3.6899999999999977
governor,New Hampshire,2002,general,American Research Group,600,Live,15,B,33.0,52.0,15.0,38.21,58.62,2.289999999999999,0.8800000000000026
senate,New Hampshire,2002,general,American Research Group,600,Live,15,B,46.0,48.0,6.0,46.4,50.82,2.6000000000000014,0.17999999999999972
House,NH-1,2002,general,American Research Group,300,Live,15,B,39.0,53.0,8.0,38.48,58.11,4.520000000000003,-1.1099999999999994
House,NH-2,2002,general,American Research Group,300,Live,15,B,35.0,54.0,11.0,40.86,56.81,-0.35999999999999943,2.6899999999999977
governor,New Hampshire,2002,general,American Research Group,600,Live,7,B,36.0,52.0,12.0,38.21,58.62,3.789999999999999,-0.6199999999999974
senate,New Hampshire,2002,general,American Research Group,600,Live,7,B,46.0,48.0,6.0,46.4,50.82,2.6000000000000014,0.17999999999999972
House,NH-1,2002,general,American Research Group,300,Live,7,B,42.0,52.0,6.0,38.48,58.11,6.520000000000003,-3.1099999999999994
House,NH-2,2002,general,American Research Group,300,Live,7,B,38.0,55.0,7.0,40.86,56.81,0.6400000000000006,1.6899999999999977
governor,New Hampshire,2002,general,American Research Group,600,Live,2,B,38.0,53.0,9.0,38.21,58.62,4.289999999999999,-1.1199999999999974
senate,New Hampshire,2002,general,American Research Group,600,Live,2,B,44.0,48.0,8.0,46.4,50.82,1.6000000000000014,1.1799999999999997
House,NH-1,2002,general,American Research Group,300,Live,2,B,40.0,51.0,9.0,38.48,58.11,6.020000000000003,-2.6099999999999994
House,NH-2,2002,general,American Research Group,300,Live,2,B,36.0,58.0,6.0,40.86,56.81,-1.8599999999999994,4.189999999999998
House,PA-17,2004,general,American Research Group,320,Live,18,B,48.0,36.0,16.0,59.09,38.93,-3.0900000000000034,5.07
president,New Hampshire,2004,general,American Research Group,600,Live,16,B,46.5,47.0,6.5,50.24,48.87,-0.490000000000002,1.3800000000000026
president,New Mexico,2004,general,American Research Group,600,Live,16,B,48.0,46.5,5.5,49.05,49.84,1.7000000000000028,-0.5900000000000034
president,Wisconsin,2004,general,American Research Group,600,Live,15,B,47.0,47.0,6.0,49.7,49.32,0.29999999999999716,0.6799999999999997
president,Florida,2004,general,American Research Group,600,Live,9,B,49.0,46.5,4.5,47.09,52.1,4.159999999999997,-3.3500000000000014
president,Ohio,2004,general,American Research Group,600,Live,9,B,49.0,47.0,4.0,48.71,50.81,2.289999999999999,-1.8100000000000023
president,Pennsylvania,2004,general,American Research Group,600,Live,9,B,50.0,47.0,3.0,50.92,48.42,0.5799999999999983,0.0799999999999983
president,Iowa,2004,general,American Research Group,600,Live,7,B,47.0,48.0,5.0,49.23,49.9,0.2700000000000031,0.6000000000000014
president,Oregon,2004,general,American Research Group,600,Live,7,B,50.0,46.0,4.0,51.35,47.19,0.6499999999999986,0.8100000000000023
president,Wisconsin,2004,general,American Research Group,600,Live,7,B,48.0,47.0,5.0,49.7,49.32,0.7999999999999972,0.17999999999999972
president,US,2004,general,American Research Group,1258,Live,4,B,48.5,48.0,3.5,48.26,50.73,1.990000000000002,-0.9799999999999969
president,New Hampshire,2004,general,American Research Group,600,Live,4,B,47.0,47.0,6.0,50.24,48.87,-0.240000000000002,1.1300000000000026
president,New Mexico,2004,general,American Research Group,600,Live,4,B,48.0,47.5,4.5,49.05,49.84,1.2000000000000028,-0.09000000000000341
senate,New Hampshire,2004,general,American Research Group,600,Live,4,B,26.0,66.0,8.0,33.72,66.18,-3.719999999999999,3.819999999999993
president,Florida,2004,general,American Research Group,600,Live,2,B,50.0,48.0,2.0,47.09,52.1,3.9099999999999966,-3.1000000000000014
president,New Hampshire,2004,general,American Research Group,600,Live,2,B,48.5,49.0,2.5,50.24,48.87,-0.490000000000002,1.3800000000000026
senate,Connecticut,2006,general,American Research Group,600,Live,19,B,37.0,49.0,14.0,39.73,49.71,4.270000000000003,6.289999999999999
president,US,2008,general,American Research Group,1200,Live,16,B,49.0,45.0,6.0,52.86,45.6,-0.8599999999999994,2.3999999999999986
president,US,2008,general,American Research Group,1200,Live,9,B,50.0,45.0,5.0,52.86,45.6,-0.35999999999999943,1.8999999999999986
president,Arizona,2008,general,American Research Group,600,Live,6,B,46.0,50.0,4.0,44.91,53.39,3.0900000000000034,-1.3900000000000006
president,Colorado,2008,general,American Research Group,600,Live,6,B,52.0,45.0,3.0,53.66,44.71,-0.1599999999999966,1.7899999999999991
president,Missouri,2008,general,American Research Group,600,Live,6,B,48.0,48.0,4.0,49.23,49.36,0.7700000000000031,0.6400000000000006
president,Montana,2008,general,American Research Group,600,Live,6,B,46.0,49.0,5.0,47.11,49.49,1.3900000000000006,2.009999999999998
president,New Hampshire,2008,general,American Research Group,600,Live,6,B,56.0,41.0,3.0,54.13,44.52,3.3699999999999974,-2.020000000000003
governor,New Hampshire,2008,general,American Research Group,600,Live,6,B,68.0,28.0,4.0,70.15,27.61,-0.15000000000000568,2.3900000000000006
senate,New Hampshire,2008,general,American Research Group,600,Live,6,B,53.0,41.0,6.0,51.59,45.25,4.409999999999997,-1.25
president,Arkansas,2008,general,American Research Group,600,Live,5,B,44.0,51.0,5.0,38.86,58.72,7.640000000000001,-5.219999999999999
president,Florida,2008,general,American Research Group,600,Live,5,B,50.0,46.0,4.0,50.91,48.1,1.0900000000000034,-0.10000000000000142
president,Indiana,2008,general,American Research Group,600,Live,5,B,48.0,48.0,4.0,49.84,48.81,0.1599999999999966,1.1899999999999977
president,Pennsylvania,2008,general,American Research Group,600,Live,5,B,51.0,45.0,4.0,54.47,44.15,-1.4699999999999989,2.8500000000000014
president,US,2008,general,American Research Group,1200,Live,2,B,53.0,45.0,2.0,52.86,45.6,1.1400000000000006,0.3999999999999986
president,Alaska,2008,general,American Research Group,600,Live,2,B,43.0,55.0,2.0,37.89,59.42,6.109999999999999,-3.4200000000000017
president,North Carolina,2008,general,American Research Group,600,Live,2,B,49.0,48.0,3.0,49.7,49.38,0.7999999999999972,0.11999999999999744
president,Nevada,2008,general,American Research Group,600,Live,2,B,52.0,47.0,1.0,55.15,42.65,-2.6499999999999986,4.850000000000001
president,Virginia,2008,general,American Research Group,600,Live,2,B,51.0,47.0,2.0,52.63,46.33,-0.6300000000000026,1.6700000000000017
president,West Virginia,2008,general,American Research Group,600,Live,2,B,42.0,53.0,5.0,42.49,55.58,2.009999999999998,-0.0799999999999983
senate,Massachusetts,2010,general,American Research Group,600,Live,6,B,45.0,48.0,7.0,47.1,51.86,1.3999999999999986,-0.35999999999999943
senate,Massachusetts,2010,general,American Research Group,600,Live,3,B,45.0,52.0,3.0,47.1,51.86,-0.6000000000000014,1.6400000000000006
president,US,2012,general,American Research Group,1200,Live,17,B,47.0,49.0,4.0,51.01,47.15,-2.009999999999998,3.8500000000000014
president,New Hampshire,2012,general,American Research Group,600,Live,16,B,47.0,49.0,4.0,51.98,46.4,-2.979999999999997,4.600000000000001
president,Nevada,2012,general,American Research Group,600,Live,16,B,49.0,47.0,4.0,52.36,45.68,-1.3599999999999994,3.3200000000000003
president,Ohio,2012,general,American Research Group,600,Live,13,B,49.0,47.0,4.0,50.58,47.6,0.4200000000000017,1.3999999999999986
president,US,2012,general,American Research Group,1200,Live,10,B,48.0,48.0,4.0,51.01,47.15,-1.009999999999998,2.8500000000000014
president,Colorado,2012,general,American Research Group,600,Live,10,B,47.0,48.0,5.0,51.45,46.09,-1.9500000000000028,4.409999999999997
president,US,2012,general,American Research Group,1200,Live,3,B,49.0,49.0,2.0,51.01,47.15,-1.009999999999998,2.8500000000000014
president,Iowa,2012,general,American Research Group,600,Live,3,B,48.0,49.0,3.0,51.99,46.18,-2.490000000000002,4.32
president,New Hampshire,2012,general,American Research Group,600,Live,3,B,49.0,49.0,2.0,51.98,46.4,-1.9799999999999969,3.6000000000000014
senate,New Hampshire,2014,general,American Research Group,600,Live,14,B,49.0,48.0,3.0,51.46,48.21,-0.9600000000000009,1.2899999999999991
governor,New Hampshire,2014,general,American Research Group,600,Live,14,B,53.0,43.0,4.0,52.37,47.43,2.6300000000000026,-2.4299999999999997
senate,New Hampshire,2014,general,American Research Group,600,Live,7,B,49.0,49.0,2.0,51.46,48.21,-1.4600000000000009,1.7899999999999991
governor,New Hampshire,2014,general,American Research Group,600,Live,7,B,48.0,46.0,6.0,52.37,47.43,-1.3699999999999974,1.5700000000000003
